㻍	疑一模平
㻒	羣合三B真上
㻗	並一灰去
㻝	來開一寒入
㻞	幫三B真平
㻫	幫三A真入
㻬	透一模平
㻯	透一模平
㻶	幫三B真入
㻷	見開三C蒸入
㻸	莊開三侵平
㻾	影三C鍾平
㻿	常三鍾入
㼉	澄開三侵去
㼋	日開三魚上
㼋	見一模平
㼌	以合三虞上
㼎	並二江入
㼏	泥合一灰上
㼐	並四先平
㼑	來開四先去
㼒	透開一唐上
㼔	影合一魂平
㼕	端開一唐平
㼗	定開四青平
㼛	匣開四青平
㼟	幫二庚入
㼠	定開一歌平
㼡	常合三虞平
㼢	以開三之平
㼤	溪開四先入
㼥	溪開一豪上
㼦	見三C鍾上
㼧	定一東平
㼪	精開四添入
㼬	匣開二耕上
㼭	定開四添去
㼮	初開二佳平
㼯	端一東去
㼰	並四齊平
㼱	日合三仙上
㼱	日合三虞平
㼱	精合三真去
㼲	來開三鹽入
㼲	來開四添入
㼳	生開三庚上
㼴	疑一侯上
㼵	定開四齊上
㼶	以合三虞平
㼸	以三鍾平
㼹	溪二江平
㼹	溪開一唐平
㼺	定開一唐平
㼻	崇二江平
㼻	從一冬平
㼽	初開三陽上
㼽	生開三陽上
㼾	來一東入
㼿	定一東平
㼿	章三鍾去
㽀	澄開三清去
㽁	來開四青入
㽃	滂一寒平
㽄	心開三支平
㽄	心開四齊平
㽅	端開一登平
㽇	匣一東入
㽈	疑開三C之去
㽉	匣開二銜去
㽌	來三尤去
㽎	定開一覃平
㽎	曉開三B侵平
㽐	曉開四添平
㽑	定開一覃平
㽘	見開一唐上
㽚	徹開三蒸入
㽡	幫三B支平
㽤	見三C東入
㽥	日三尤平
㽦	邪合三真平
㽨	從開一歌平
㽩	清開一覃去
㽬	滂三B蒸入
㽰	生開三魚平
㽱	見三C尤平
㽱	見開三A幽平
㽱	見開二肴上
㽲	曉三C尤上
㽳	曉合三C虞平
㽴	澄開三陽上
㽵	莊開三陽平
㽷	書合三脂去
㽸	常開三侵平
㽹	滂三C元去
㽺	曉開一覃入
㽺	曉開一談入
㽺	見開三B侵入
㽻	章開三支平
㽽	見一模去
㽾	疑合一魂入
㽿	溪合一歌平
㽿	見合一歌平
㾀	溪開三C嚴入
㾁	曉合一魂入
㾂	曉開一咍平
㾄	定一東入
㾆	日開三鹽平
㾆	昌開三鹽平
㾇	明三C東入
㾈	並三C虞上
㾉	來開四青平
㾊	生開二耕入
㾋	曉三C尤平
㾍	泥開一咍平
㾏	見開二佳去
㾐	來開三祭去
㾑	曉開一覃入
㾑	疑開一覃入
㾑	端開一覃入
㾓	影合四先平
㾕	心合一魂上
㾕	生開三侵上
㾕	生開三臻平
㾖	來開三之上
㾖	來開三之平
㾙	曉開三B真上
㾙	曉開三C殷去
㾛	清開三侵上
㾜	溪開四添入
㾞	以三尤平
㾢	來開一咍去
㾢	來開一咍平
㾤	溪二江平
㾦	滂一灰平
㾧	溪合一歌去
㾨	影開三B支平
㾨	溪開三B支上
㾩	見合二皆平
㾪	生開三庚上
㾫	滂三A仙平
㾭	莊三尤去
㾭	莊開二肴去
㾯	曉合一灰平
㾰	匣一模平
㾶	見合一魂入
㾷	心開三支平
㾷	心開四齊平
㾹	崇開二佳去
㾹	崇開二佳平
㾺	徹開二刪去
㾺	明二刪去
㾺	明二麻去
㾻	徹開三魚去
㾻	澄開三魚去
㾻	澄開三魚平
㾾	曉開四添平
㿃	知開三祭去
㿃	端開一泰去
㿄	影開三C之平
㿄	影開二佳去
㿉	定合一灰平
㿊	清開三仙平
㿋	心開一豪去
㿌	曉開三C嚴平
㿎	並三C文上
㿎	並三C文去
㿑	以開三陽入
㿒	澄三尤去
㿒	端開一豪上
㿓	見開二咸入
㿕	以開三鹽平
㿖	來一模去
㿖	來一模平
㿙	滂三B脂去
㿚	來開一歌去
㿛	來開三支去
㿛	來開四齊去
㿟	見開四蕭上
㿣	曉開一寒入
㿥	匣一冬入
㿥	匣二江入
㿩	透開一唐上
㿪	匣合一寒平
㿬	幫二麻平
㿭	徹開二庚入
㿮	影開三B庚平
㿮	影開三C陽去
㿯	端開一覃入
㿱	邪合三仙入
㿴	端開一談入
㿷	初合三脂去
㿷	清開一豪去
㿸	明三C元上
㿸	明三C元去
㿺	幫二江入
㿻	見開一寒平
㿼	疑開四先平
㿿	疑開二麻上
䀀	滂三C凡去
䀁	云三C尤上
䀁	云三C尤去
䀂	影開一寒平
䀄	明一東平
䀈	曉開三C微去
䀈	溪開三C之去
䀈	溪開三C微去
䀉	羣開三B宵平
䀊	匣開二肴上
䀊	見開二肴上
䀌	曉開三C蒸入
䀍	定開一覃去
䀏	匣合四先上
䀏	匣合四先去
䀐	生開二咸平
䀐	生開二銜去
䀓	匣合一寒去
䀕	澄開三真上
䀗	見合四先入
䀘	匣合四齊平
䀙	清開四齊去
䀛	明一寒入
䀛	明二皆去
䀟	並三C微去
䀠	見合三C虞去
䀠	見合三C虞平
䀡	徹開三鹽去
䀡	端開四添去
䀡	端開四添平
䀢	書合三真去
䀢	書開三之平
䀢	書開三侵上
䀣	幫三B脂去
䀣	明二山入
䀨	曉合二山入
䀩	來開一唐入
䀩	來開三陽入
䀫	見開二咸入
䀬	從合三仙平
䀬	莊合三仙平
䀮	明一唐平
䀮	曉合一唐平
䀰	見一東入
䀴	疑開四青上
䀵	書開三之平
䀶	來開三陽去
䀷	見開三C嚴入
䀸	徹開三祭去
䀸	章開三祭去
䀹	精開三鹽入
䀼	日開三真去
䀽	以開三仙平
䀿	章開三仙入
䁁	來開三陽去
䁂	匣開二山上
䁅	明二庚去
䁅	明二耕上
䁆	影開三C嚴入
䁇	明一登入
䁇	明三B蒸入
䁈	溪開四齊去
䁈	端一模上
䁊	孃開三脂去
䁊	影合一寒入
䁋	定開四添入
䁋	曉開四添入
䁌	云合三C文入
䁍	溪開二咸入
䁎	澄開二耕平
䁒	精開三侵入
䁓	精一東上
䁓	精一東去
䁓	見開二皆去
䁔	匣合一寒上
䁔	曉合三C元上
䁔	曉合三C元平
䁕	明三A真平
䁕	明三B真平
䁘	以開三宵上
䁙	影開二刪去
䁛	見合三B脂去
䁜	曉合一唐上
䁝	以合三清平
䁝	匣合四青平
䁝	影合二庚上
䁢	邪合三仙平
䁤	曉合三A脂上
䁤	曉合三A脂去
䁦	清開三魚去
䁨	曉合一唐入
䁩	疑開三C魚平
䁬	從開一登平
䁮	從開三鹽平
䁮	從開四添去
䁱	影一侯平
䁱	溪一侯平
䁲	明二佳平
䁳	明一唐上
䁴	書開三仙上
䁴	章開三仙上
䁵	幫三B仙上
䁷	影一冬入
䁷	見二江入
䁸	孃二江平
䁺	書開三清入
䁻	書開三陽入
䁽	來開三鹽入
䁾	明四先入
䁿	明一登入
䂃	精開三宵去
䂄	曉合三C陽入
䂇	孃三東入
䂈	定一冬平
䂌	昌三鍾平
䂎	清合一寒去
䂎	清合一寒平
䂎	精合一寒上
䂎	精合一寒去
䂏	端開四蕭平
䂐	知合三真入
䂐	章合三仙入
䂑	精開四齊平
䂒	溪開二山入
䂕	曉合三C廢去
䂚	匣開二肴平
䂪	溪開四蕭上
䂬	羣三C鍾平
䂬	見三C鍾上
䂭	溪開二肴平
䂮	來開三陽入
䂳	初合二麻上
䂳	清合一歌上
䂸	見合二耕入
䂹	生開三庚入
䂹	見開三B脂上
䂻	澄開二庚去
䂽	定開四蕭上
䂿	定開一覃入
䃀	清合一灰去
䃁	影開二麻平
䃂	見合一魂上
䃊	精開三清入
䃊	精開三魚上
䃍	定合一灰去
䃒	匣開二耕入
䃓	見一侯去
䃔	匣一冬去
䃔	匣一冬平
䃕	來二江入
䃖	影一模上
䃗	初二江入
䃚	清一東入
䃛	來開三仙平
䃜	影開四齊平
䃞	常三東入
䃤	心三東入
䃤	心開四蕭上
䃧	來一冬平
䃫	端開一談上
䃬	疑合一灰上
䃭	見開一覃上
䃳	來開三鹽入
䃴	章開三魚平
䃵	泥開四蕭上
䃸	心開四添去
䃺	明一歌去
䃽	見合三B支上
䃾	並三A脂去
䃾	幫三A脂上
䃾	幫三A脂去
䃿	幫三C虞平
䄃	影開三C陽平
䄆	匣合一寒入
䄆	見合二刪入
䄈	定一侯去
䄉	疑開一歌平
䄌	知合三祭去
䄍	崇開二麻去
䄓	匣合二庚平
䄘	並二庚平
䄚	從開一豪平
䄝	徹二江平
䄠	常開三仙去
䄤	來開一泰去
䄩	以開三蒸入
䄪	端開四蕭上
䄬	以開三支平
䄮	幫三C虞平
䄱	幫三C陽平
䄲	日合三支去
䄶	並一魂入
䄶	並三B真入
䄷	常開三清入
䄻	澄開二肴平
䄼	透開四添上
䄿	以開三祭去
䅀	來開三仙入
䅀	來開三祭去
䅁	影開一寒去
䅂	匣開一唐入
䅃	羣三C鍾上
䅃	羣三C鍾平
䅊	澄開二麻去
䅊	澄開二麻平
䅊	知開二麻平
䅌	見合四先平
䅏	明三C微上
䅑	心合三脂平
䅑	日合三脂平
䅓	見合三C虞上
䅗	心合三支去
䅘	來開一咍平
䅚	溪合三C元上
䅜	定合一歌上
䅜	常合三支去
䅝	溪一東平
䅡	心合三虞上
䅢	精三尤去
䅣	匣合一唐平
䅥	溪開一寒入
䅥	見開三B仙入
䅧	影開三A鹽平
䅧	影開三B侵去
䅩	章開三支上
䅬	影開二佳去
䅭	並一唐平
䅲	羣開三A脂平
䅳	崇合三虞平
䅵	章開三陽入
䅵	見一冬入
䅷	定一模平
䅹	來一侯上
䅻	來開三支平
䅼	明二刪平
䅾	崇開三侵平
䅾	羣開三B侵平
䆀	明一灰上
䆀	明一灰去
䆁	見開一豪平
䆂	來開三鹽平
䆃	定開一豪上
䆃	定開一豪去
䆄	章開三仙上
䆅	從開三脂平
䆊	從合三脂去
䆍	來一東平
䆎	心開四添去
䆏	並三C微上
䆏	並三C微去
䆑	澄開二耕平
䆕	影合四先入
䆘	影開二銜入
䆚	定一東平
䆝	曉合四先入
䆞	影開四蕭上
䆞	影開四蕭去
䆟	溪開一覃入
䆢	影合四先入
䆨	泥開四青平
䆫	初二江平
䆱	透開一談去
䆱	透開一談平
䆵	澄開二耕平
䆷	曉合四先入
䆸	知開二耕平
䆽	羣開三C魚平
䆾	來開一談去
䆾	來開一談平
䆿	疑開三A祭去
䇂	溪開三B仙平
䇎	清開三陽入
䇏	端合一灰上
䇐	來合三脂去
䇐	來開三侵入
䇐	來開三脂去
䇑	並二麻上
䇔	來合一歌去
䇗	章三鍾平
䇘	匣一模去
䇜	溪開三C嚴上
䇝	精開三鹽平
䇞	見開一談上
䇞	見開一談平
䇦	影開一唐上
䇨	見一東去
䇩	以開三祭去
䇫	見開三C之平
䇬	昌合三虞平
䇮	日開三侵上
䇯	日三鍾平
䇷	幫三B仙入
䇸	澄開三清平
䇹	見合三C文平
䇽	章開三祭去
䇾	疑開三C元平
䈀	心開一寒去
䈀	心開一寒平
䈁	來合三真平
䈂	並四青平
䈃	章開三宵上
䈄	匣開一覃平
䈇	知開二肴去
䈈	並三C微平
䈉	生開二咸入
䈉	精開三鹽入
䈋	透開一覃入
䈎	以開三鹽入
䈎	徹開三鹽入
䈏	並二江入
䈐	見合一灰去
䈑	見合二麻上
䈒	泥開一覃上
䈓	見開一寒入
䈕	常開三支平
䈖	溪合一歌平
䈗	心合一歌上
䈙	澄三尤上
䈚	定開一咍上
䈚	定開一咍平
䈚	心開三之上
䈛	溪合二皆去
䈛	見合二夬去
䈜	清開三侵去
䈝	心開三魚平
䈠	匣合一寒上
䈥	見開三C殷平
䈪	曉開四青入
䈮	見合三C虞去
䈰	生開二肴平
䈱	透開一豪平
䈲	並一寒平
䈲	幫一寒平
䈳	定開一談入
䈵	影一東上
䈵	影一東平
䈶	以三鍾平
䈸	匣一東入
䈺	章三東平
䈻	並一模平
䈿	明四青入
䉁	來開四青平
䉂	來合三支上
䉃	精開三陽上
䉈	心開一寒上
䉈	心開一寒入
䉉	匣一模平
䉉	見一模平
䉋	明三B脂去
䉌	邪合三脂去
䉎	定開一唐平
䉑	明一模平
䉑	明三C虞平
䉔	清開一寒平
䉙	云合三C文平
䉚	明二耕平
䉛	影三C東入
䉞	端開一覃上
䉠	明三B脂平
䉠	明三C微平
䉢	生開三蒸入
䉣	心開三麻去
䉥	心一東上
䉦	清開三仙平
䉧	來三尤上
䉧	來三尤平
䉨	疑開三C微去
䉬	幫三C廢去
䉭	來開三鹽入
䉮	來開三真去
䉰	匣開二肴上
䉰	見開二肴上
䉰	見開二肴平
䉳	心開三仙上
䉳	心開三仙平
䉴	日開三陽平
䉵	崇合三仙去
䉶	生二江平
䉷	疑開三C嚴平
䉹	來開四青平
䉺	匣一東平
䉻	羣開三A支平
䉽	幫一寒上
䉾	幫三B脂去
䊀	匣一模平
䊆	羣三C尤上
䊈	明一灰平
䊉	心開一覃上
䊊	明三C微去
䊋	莊開三陽去
䊋	莊開三陽平
䊎	溪合三C元上
䊓	常開三支去
䊓	澄開三支上
䊝	心開三仙入
䊝	心開三真入
䊞	知開二耕入
䊟	明一魂平
䊠	曉開三C微去
䊡	明一寒平
䊤	定開一覃上
䊤	定開一覃平
䊦	影開四先入
䊧	滂三A脂去
䊧	滂三C微去
䊫	清合一灰上
䊬	徹合二麻上
䊭	定開一豪去
䊮	定開四青入
䊳	明三B支平
䊵	羣三C尤平
䊷	莊開三之平
䋂	匣開二肴平
䋃	明一豪去
䋈	孃開二麻上
䋉	匣合四先入
䋊	章開三清平
䋎	澄開二山去
䋐	云合三C元入
䋖	以合三真入
䋙	日開三之上
䋛	明四齊上
䋟	羣開三C之去
䋢	幫四先入
䋢	滂四先入
䋤	以開三陽入
䋨	滂三C虞上
䋪	影開一歌平
䋫	莊開二耕平
䋭	以三東入
䋰	見三C鍾入
䋱	來開一咍平
䋵	來開一談入
䋵	影開三B祭去
䋷	明三B幽平
䋷	明三C尤平
䋸	邪合三真平
䋻	孃開三侵平
䋼	透開四青平
䋾	知開二麻上
䋿	影合一灰平
䌌	清開三鹽入
䌎	來開三陽入
䌐	明四青入
䌑	見開四先平
䌖	從開三鹽入
䌖	精開三侵入
䌗	滂三C虞上
䌘	幫四先入
䌜	孃開三鹽入
䌞	來開三鹽上
䌟	並二耕入
䌠	曉開四添平
䌠	溪開四添平
䌠	見開一覃平
䌠	見開二咸平
䌥	影開三C殷上
䌦	定開一豪去
䌦	定開四青入
䌨	清開一寒入
䌪	以開三鹽上
䌭	精開三宵平
䌳	心開三支平
䌳	昌開三支平
䌳	書開三支平
䌴	來合一歌去
䌵	章三鍾入
䍃	以三尤平
䍄	端開四添上
䍆	知開三魚上
䍇	定開一談入
䍊	溪開四青入
䍊	見開二肴平
䍌	並一侯上
䍌	並一侯平
䍌	並三C尤平
䍍	幫三C尤平
䍍	溪一侯去
䍍	溪一東入
䍎	清合一魂去
䍎	清開四先去
䍐	曉開一寒上
䍐	曉開一寒去
䍔	見合二庚平
䍖	並三C尤平
䍖	滂二肴平
䍘	明三A支平
䍙	明一灰去
䍙	明一灰平
䍙	明三C虞上
䍛	見一模去
䍜	知開二肴去
䍝	透開一覃入
䍡	來一東入
䍢	明三C虞平
䍤	精開四齊上
䍥	來開四青入
䍦	來開三支平
䍧	精開一唐平
䍨	滂一寒入
䍫	定開一歌平
䍬	滂二耕平
䍮	澄開三宵上
䍱	邪開三魚平
䍲	孃開二佳平
䍴	影合三B支上
䍴	影合三B支去
䍶	澄開三真平
䍶	端一東去
䍶	端一東平
䍸	幫一唐入
䍺	匣合二刪去
䍺	匣合二刪平
䍻	心合三仙去
䍻	邪合三仙去
䍼	精開一覃入
䍼	精開一覃平
䍽	來開四青入
䍿	匣合一唐平
䎀	曉合三C元入
䎂	幫一豪上
䎃	日開三鹽上
䎄	曉開四蕭平
䎈	以開三祭去
䎉	曉合三A真入
䎌	初三東入
䎎	孃開三嚴入
䎑	來一東入
䎒	章開三仙上
䎒	莊開二刪上
䎔	滂三C虞平
䎕	曉合二庚平
䎕	曉合二耕平
䎖	精開一登平
䎗	羣開三A宵平
䎘	心三東入
䎘	生三東入
䎙	滂三A真平
䎠	匣合一寒平
䎠	日開三之平
䎠	泥合一歌平
䎤	羣三C鍾入
䎦	以開三鹽上
䎧	並二江上
䎨	影開三C嚴入
䎩	莊開三之平
䎪	泥開一登入
䎫	初二江去
䎫	初二江平
䎮	透開四齊去
䎯	曉開一寒去
䎰	從開一唐入
䎳	疑合二刪入
䎶	日開三之去
䎷	滂三C虞去
䎷	章合三虞去
䎸	疑一模去
䎺	章開三祭去
䎿	從三尤平
䎿	精三尤平
䏁	精開一咍上
䏂	心一侯上
䏃	明四先平
䏄	端開四齊上
䏅	清開四齊去
䏆	從開一豪平
䏆	從開三宵平
䏇	滂三A宵去
䏉	書開三侵入
䏍	影合四先去
䏐	見合四先入
䏒	滂四先去
䏔	孃三尤上
䏕	日開三侵上
䏖	以開三真上
䏖	以開三真去
䏖	澄開三真上
䏘	滂三A真入
䏙	透開一覃上
䏟	並四先入
䏣	清開三魚去
䏣	清開三魚平
䏧	孃開二麻去
䏨	曉合一灰上
䏪	日開三之去
䏰	日合三真去
䏳	章開三仙入
䏵	明一冬上
䏷	匣開一寒去
䏼	從開一寒去
䏼	從開一寒平
䏽	並一侯上
䏽	並一侯去
䏽	並一侯平
䏿	溪開四齊上
䏿	溪開四齊去
䐀	見開三B支去
䐁	知二江入
䐁	端一東入
䐃	羣合三B真上
䐄	匣開一覃去
䐄	匣開一談去
䐄	匣開二咸去
䐅	曉開三A脂平
䐆	清開一咍去
䐇	明三A真上
䐈	澄開三蒸入
䐈	章開三蒸入
䐎	定開四齊平
䐎	端開四齊平
䐏	昌合三真上
䐑	澄開三鹽入
䐒	知開二麻去
䐒	知開二麻平
䐓	日三尤平
䐗	知開三魚平
䐘	羣開三C陽入
䐚	精開三蒸入
䐜	昌開三真平
䐝	心合一歌去
䐞	日開三陽入
䐠	曉開一唐平
䐢	初合三虞去
䐢	莊三尤去
䐣	心合一魂上
䐤	初開二佳平
䐤	初開二麻平
䐥	影一東上
䐨	見一東入
䐩	溪開一咍上
䐩	見合一灰平
䐩	見開一咍平
䐫	清三鍾平
䐬	從開一豪平
䐮	初開二山上
䐯	來合二皆平
䐲	澄開三侵入
䐴	見合一泰去
䐴	見合一灰去
䐶	精開一覃平
䐶	精開三侵上
䐷	端開一寒平
䐸	曉合二耕入
䐹	心開四蕭去
䐹	生三尤平
䐺	透開一覃去
䐻	見一模平
䐼	匣開四先入
䐼	匣開四齊去
䐾	定開一唐入
䐿	影三C東入
䐿	影開一豪上
䐿	影開一豪去
䑁	影一冬入
䑁	影一東入
䑂	以開三廢上
䑃	明一東平
䑄	並三A脂去
䑄	並三B脂去
䑄	滂三B脂去
䑇	章開三真入
䑈	幫二江入
䑋	日開三陽上
䑎	初開二咸上
䑎	清開三鹽平
䑏	羣合三B仙平
䑑	並一冬入
䑑	並一東入
䑔	並三C元入
䑔	滂三C廢去
䑕	書開三魚上
䑗	定開一唐上
䑘	從開一歌平
䑜	透開四添入
䑞	書合三真去
䑠	來開四蕭上
䑡	初開二麻平
䑢	疑合一魂入
䑣	徹開三侵平
䑥	疑開一覃入
䑦	見一侯平
䑫	幫二耕平
䑯	定開四齊上
䑳	來合三真平
䑴	羣開三C之平
䑶	清開四先去
䑹	心開一豪平
䑼	莊三尤平
䑿	心三東入
䒀	並一模去
䒀	滂三C虞平
䒁	邪開三侵入
䒆	徹開三仙入
䒈	並三C微上
䒉	明三C虞上
䒊	曉開四齊平
䒌	明四青去
䒍	滂一唐上
䒎	明一唐上
䒏	心開一登平
䒐	明一登平
䒒	端開四蕭平
䒓	溪開二佳上
䒕	心開三宵上
䒗	曉開三C殷入
䒗	溪開三C殷入
䒘	心合三脂平
䒚	書開三宵上
䒞	以開三侵平
䒞	澄開三侵平
䒞	端開一談上
䒢	疑開一唐平
䒢	疑開三C陽上
䒦	滂三C凡去
䒦	滂三C凡平
䒧	溪開三C魚去
䒧	溪開三C魚平
䒨	邪開三脂上
䒩	匣合一歌平
䒪	並三B仙去
䒰	溪合三C陽平
䒱	章開三蒸平
䒲	知開二麻去
䒴	云三C尤上
䒶	透開四先平
䒷	見合一寒入
䒸	曉合四先入
䒹	來合一灰去
䒼	溪三C鍾入
䓂	疑開三C元平
䓃	影開三B侵入
䓄	疑開三B真平
䓄	疑開三C殷平
䓈	以合三支上
䓈	以合三清入
䓉	以開三麻平
䓊	疑一模平
䓌	章開三之去
䓍	匣開一寒上
䓏	滂三C虞平
䓘	見開一豪平
䓙	溪合二佳平
䓛	見合一魂入
䓜	章開三脂平
䓞	來開四齊去
䓠	端開一談入
䓠	透開一覃入
䓣	來開三陽上
䓭	初開二刪入
䓮	明一侯去
䓮	明一豪上
䓲	以合三仙入
䓲	以合三祭去
䓳	匣開一痕上
䓳	匣開二皆平
䓴	日合三仙上
䓵	滂三C虞平
䓶	來開一寒入
䓶	來開一泰去
䓾	心開一歌平
䔁	來開三真入
䔂	莊開三之上
䔃	精一模上
䔄	以開三宵去
䔄	以開三宵平
䔇	匣合一灰去
䔇	溪開三C微上
䔌	見開一豪平
䔏	初三尤去
䔑	以開三麻平
䔑	邪開三麻平
䔕	並一模平
䔖	來開三蒸平
䔚	船合三真平
䔛	溪合三A清上
䔜	透開一談平
䔞	來合三真入
䔟	以開三支平
䔠	生開二肴上
䔬	以開三之去
䔭	泥開四青上
䔮	心開三支平
䔯	溪一模去
䔰	幫三C尤去
䔰	滂三C東入
䔲	端開一登平
䔴	初開三蒸入
䔵	見開二刪平
䔷	羣開三B侵平
䔷	羣開三C蒸平
䔸	幫三B宵上
䔺	以合三支上
䔺	以合三支平
䔽	影開一泰去
䔽	影開三B祭去
䔾	匣開一寒入
䔾	溪開三B祭去
䔿	精合一魂上
䕁	幫三C微上
䕃	影開三B侵去
䕄	章開三蒸平
䕅	心開一豪上
䕆	定一侯上
䕇	匣合一灰上
䕇	見合一灰平
䕈	心開四添入
䕍	以開三祭去
䕓	初開二山入
䕘	來開三清上
䕘	來開四青平
䕙	從開四先入
䕞	來開一唐去
䕡	來開三魚平
䕦	以開三清平
䕧	匣開二肴上
䕧	見開二肴上
䕩	來開一豪上
䕪	澄開二庚入
䕭	邪開三鹽平
䕸	匣開二山入
䕸	見開二皆平
䕹	從開一覃入
䕹	從開四添入
䕺	從一東平
䕻	來開三支平
䕻	來開四齊去
䕼	日開三仙平
䖃	以開三陽入
䖆	孃開三陽去
䖆	日開三陽上
䖊	疑開三C廢去
䖏	昌開三魚去
䖐	疑開三C殷平
䖑	明四青入
䖒	曉開三B支平
䖔	曉開一談去
䖔	溪開一談上
䖘	定一模平
䖙	定開四齊平
䖙	透開四齊平
䖜	疑開三B真平
䖡	孃三東入
䖢	明三A宵平
䖤	影合三C元上
䖦	章合三仙入
䖧	泥開一寒入
䖩	並三A真入
䖪	精開三支平
䖭	見合三B仙去
䖮	曉開三C陽上
䖯	溪合四齊平
䖱	溪合三C陽平
䖲	邪合三真平
䖳	澄開二麻去
䖵	見合一魂平
䖶	曉合一灰平
䖹	明三A支上
䖻	來三尤平
䗁	溪開三B支平
䗁	羣開三B支上
䗂	曉一模上
䗃	崇開二刪上
䗃	崇開二刪去
䗅	澄開三陽平
䗆	見合一寒上
䗇	羣三C東入
䗏	生三尤平
䗐	書開三支去
䗐	書開三支平
䗓	清一東平
䗔	匣一侯平
䗗	見開四齊平
䗘	見開一談入
䗚	幫一唐入
䗛	心三尤平
䗛	心三東入
䗠	邪合三仙平
䗡	云開三B仙平
䗣	匣開一談去
䗣	匣開一談平
䗤	以三鍾平
䗥	清三鍾平
